Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
20670209,06/20/2011 08:54:22 AM,06/20/2011 06:45:12 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11001,257 STREET,257 STREET,87 AVENUE,87 ROAD,,,BLOCKFACE,FLORAL PARK,,Precinct,Closed,06/20/2011 04:54:22 PM,06/20/2011 06:45:12 PM,13 QUEENS,QUEENS,1065014,205455,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73023447176833,-73.70859581757018,"(40.73023447176833, -73.70859581757018)"
20670976,06/20/2011 11:17:58 AM,06/20/2011 02:59:41 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,10308,,,,,EAST FIGUERA AVENUE,ARMSTRONG AVENUE,INTERSECTION,STATEN ISLAND,,Precinct,Closed,06/20/2011 07:17:58 PM,06/20/2011 02:59:41 PM,03 STATEN ISLAND,STATEN ISLAND,939789,140533,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.55229485217634,-74.15999208577193,"(40.55229485217634, -74.15999208577193)"
20673512,06/20/2011 09:39:26 PM,06/20/2011 09:50:31 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11214,,,,,20 AVENUE,20 DRIVE,INTERSECTION,BROOKLYN,,Precinct,Closed,06/21/2011 05:39:26 AM,06/20/2011 09:50:31 PM,11 BROOKLYN,BROOKLYN,983172,157574,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.59918043147092,-74.00388188484787,"(40.59918043147092, -74.00388188484787)"
20673783,06/20/2011 10:56:27 PM,06/20/2011 11:19:08 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11373,54 AVENUE,54 AVENUE,90 STREET,92 STREET,,,BLOCKFACE,ELMHURST,,Precinct,Closed,06/21/2011 06:56:27 AM,06/20/2011 11:19:08 PM,04 QUEENS,QUEENS,1019725,208075,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73772330064379,-73.87198863515101,"(40.73772330064379, -73.87198863515101)"
20674054,06/20/2011 09:21:06 PM,06/20/2011 09:51:32 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11214,2040 21 DRIVE,21 DRIVE,BAY 25 STREET,20 LANE,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/21/2011 05:21:06 AM,06/20/2011 09:51:32 PM,11 BROOKLYN,BROOKLYN,983480,157331,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.59851347774566,-74.00277274719411,"(40.59851347774566, -74.00277274719411)"
20679042,06/21/2011 06:44:54 AM,06/21/2011 11:56:26 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11214,,,,,18 AVENUE,SHORE PARKWAY,INTERSECTION,BROOKLYN,,Precinct,Closed,06/21/2011 02:44:54 PM,06/21/2011 11:56:26 AM,11 BROOKLYN,BROOKLYN,981638,158156,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.600777584188776,-74.00940605360461,"(40.600777584188776, -74.00940605360461)"
20680578,06/21/2011 03:45:20 PM,06/21/2011 03:54:03 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11214,,,,,BAY   16 STREET,SHORE PARKWAY,INTERSECTION,BROOKLYN,,Precinct,Closed,06/21/2011 11:45:20 PM,06/21/2011 03:54:03 PM,11 BROOKLYN,BROOKLYN,981232,158476,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.601655790276375,-74.01086824011746,"(40.601655790276375, -74.01086824011746)"
20680703,06/21/2011 02:20:29 PM,06/21/2011 02:48:18 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11230,,,,,NEWKIRK AVENUE,WESTMINSTER ROAD,INTERSECTION,BROOKLYN,,Precinct,Closed,06/21/2011 10:20:29 PM,06/21/2011 02:48:19 PM,14 BROOKLYN,BROOKLYN,993700,170358,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63426488631625,-73.96595259861678,"(40.63426488631625, -73.96595259861678)"
20680787,06/21/2011 05:44:30 PM,06/21/2011 08:03:25 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10025,196 WEST 108 STREET,WEST 108 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,06/22/2011 01:44:30 AM,06/21/2011 08:03:25 PM,07 MANHATTAN,MANHATTAN,994135,231301,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.801538240508805,-73.96429584129343,"(40.801538240508805, -73.96429584129343)"
20681200,06/21/2011 09:08:37 PM,06/21/2011 11:09:05 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,10465,,,,,GIEGERICH PLACE,LOCUST POINT DRIVE,INTERSECTION,BRONX,,Precinct,Closed,06/22/2011 05:08:37 AM,06/21/2011 11:09:05 PM,10 BRONX,BRONX,1039524,236878,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81667816322793,-73.80030730486341,"(40.81667816322793, -73.80030730486341)"
20681830,06/21/2011 10:35:32 PM,06/21/2011 10:46:44 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11211,184 SOUTH 2 STREET,SOUTH 2 STREET,DRIGGS AVENUE,ROEBLING STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/22/2011 06:35:32 AM,06/21/2011 10:46:44 PM,01 BROOKLYN,BROOKLYN,995274,198893,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.712585218935146,-73.96023496499758,"(40.712585218935146, -73.96023496499758)"
20687415,06/22/2011 01:37:54 PM,06/22/2011 04:23:21 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11363,,,,,40 AVENUE,LITTLE NECK PARKWAY,INTERSECTION,LITTLE NECK,,Precinct,Closed,06/22/2011 09:37:54 PM,06/22/2011 04:23:21 PM,11 QUEENS,QUEENS,1055888,221090,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.773227022654325,-73.74135652309832,"(40.773227022654325, -73.74135652309832)"
20696373,06/23/2011 05:32:13 PM,06/23/2011 07:20:48 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11220,555 49 STREET,49 STREET,5 AVENUE,6 AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/24/2011 01:32:13 AM,06/23/2011 07:20:48 PM,07 BROOKLYN,BROOKLYN,981878,174253,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64496055126526,-74.00854744761786,"(40.64496055126526, -74.00854744761786)"
20696497,06/23/2011 08:06:10 PM,06/23/2011 09:22:27 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11214,141 BAY 50 STREET,BAY 50 STREET,WEST 17 STREET,BELT PARKWAY WB EXIT 6 S,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/24/2011 04:06:10 AM,06/23/2011 09:22:27 PM,13 BROOKLYN,BROOKLYN,987964,152717,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.58584822849007,-73.9866285323145,"(40.58584822849007, -73.9866285323145)"
20704606,06/24/2011 05:06:17 PM,06/24/2011 09:09:19 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11235,,,,,EAST   12 STREET,BANNER AVENUE,INTERSECTION,BROOKLYN,,Precinct,Closed,06/25/2011 01:06:17 AM,06/24/2011 09:09:19 PM,15 BROOKLYN,BROOKLYN,996097,151966,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.58377974426305,-73.9573487138063,"(40.58377974426305, -73.9573487138063)"
20710013,06/25/2011 09:21:07 AM,06/25/2011 11:17:58 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11411,115-22 220 STREET,220 STREET,115 AVENUE,115 ROAD,,,ADDRESS,CAMBRIA HEIGHTS,,Precinct,Closed,06/25/2011 05:21:07 PM,06/25/2011 11:17:58 AM,13 QUEENS,QUEENS,1056933,194230,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6994947625751,-73.73787384375677,"(40.6994947625751, -73.73787384375677)"
20710484,06/25/2011 06:40:49 PM,06/25/2011 06:57:22 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11223,621 AVENUE Z,AVENUE Z,WEST 2 STREET,WEST 1 STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/26/2011 02:40:49 AM,06/25/2011 06:57:22 PM,13 BROOKLYN,BROOKLYN,992332,152828,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.58614999505979,-73.97090234471605,"(40.58614999505979, -73.97090234471605)"
20711667,06/25/2011 09:53:57 PM,06/26/2011 01:58:04 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11436,,,,,140 STREET,133 AVENUE,INTERSECTION,JAMAICA,,Precinct,Closed,06/26/2011 05:53:57 AM,06/26/2011 01:58:04 AM,12 QUEENS,QUEENS,1040114,183199,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.66933942511969,-73.79862160139312,"(40.66933942511969, -73.79862160139312)"
20714786,06/26/2011 06:05:18 PM,06/26/2011 06:58:13 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10461,2910 LASALLE AVENUE,LASALLE AVENUE,EDISON AVENUE,GILLESPIE AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,06/27/2011 02:05:18 AM,06/26/2011 06:58:13 PM,10 BRONX,BRONX,1031085,245007,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83903867778457,-73.830738709021,"(40.83903867778457, -73.830738709021)"
20714853,06/26/2011 10:00:27 PM,06/26/2011 11:07:45 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10040,4500 BROADWAY,BROADWAY,WEST 192 STREET,WEST 193 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,06/27/2011 06:00:27 AM,06/26/2011 11:07:46 PM,12 MANHATTAN,MANHATTAN,1003080,251889,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85803185007194,-73.93192914204178,"(40.85803185007194, -73.93192914204178)"
20715668,06/26/2011 07:52:55 PM,06/26/2011 09:13:17 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11235,,,,,EAST   12 STREET,BLAKE COURT,INTERSECTION,BROOKLYN,,Precinct,Closed,06/27/2011 03:52:55 AM,06/26/2011 09:13:17 PM,15 BROOKLYN,BROOKLYN,996060,152219,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.58447422834187,-73.95748147818915,"(40.58447422834187, -73.95748147818915)"
20718598,06/27/2011 10:01:52 AM,06/27/2011 11:19:11 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Park/Playground,11214,,,,,17 AVENUE,17 COURT,INTERSECTION,BROOKLYN,,Precinct,Closed,06/27/2011 06:01:52 PM,06/27/2011 11:19:11 AM,11 BROOKLYN,BROOKLYN,981265,158935,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.60291566315603,-74.01074960534362,"(40.60291566315603, -74.01074960534362)"
20719146,06/27/2011 07:51:52 PM,06/27/2011 09:17:49 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11214,,,,,BAY   14 STREET,CROPSEY AVENUE,INTERSECTION,BROOKLYN,,Precinct,Closed,06/28/2011 03:51:52 AM,06/27/2011 09:17:49 PM,11 BROOKLYN,BROOKLYN,981268,159460,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.604356682261425,-74.01073903350367,"(40.604356682261425, -74.01073903350367)"
20719241,06/27/2011 08:46:32 PM,06/27/2011 09:36:04 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10314,,,,,MAINE AVENUE,ALABAMA PLACE,INTERSECTION,STATEN ISLAND,,Precinct,Closed,06/28/2011 04:46:32 AM,06/27/2011 09:36:04 PM,01 STATEN ISLAND,STATEN ISLAND,948949,165450,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.62072817171303,-74.12716020694478,"(40.62072817171303, -74.12716020694478)"
20719243,06/27/2011 10:00:18 PM,06/27/2011 10:27:01 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11228,319 BAY 11 STREET,BAY 11 STREET,CROPSEY AVENUE,INDEPENDENCE AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/28/2011 06:00:18 AM,06/27/2011 10:27:01 PM,11 BROOKLYN,BROOKLYN,980329,159578,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.60468020248152,-74.01412070908391,"(40.60468020248152, -74.01412070908391)"
20719611,06/27/2011 11:51:04 PM,06/28/2011 01:59:00 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10469,2565 COLDEN AVENUE,COLDEN AVENUE,MACE AVENUE,ALLERTON AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,06/28/2011 07:51:04 AM,06/28/2011 01:59:00 AM,11 BRONX,BRONX,1023065,254084,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.86399121071574,-73.85967031411968,"(40.86399121071574, -73.85967031411968)"
20719766,06/27/2011 11:04:34 PM,06/28/2011 01:07:56 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,10467,2707 BARNES AVENUE,BARNES AVENUE,ALLERTON AVENUE,ARNOW AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,06/28/2011 07:04:34 AM,06/28/2011 01:07:56 AM,11 BRONX,BRONX,1021999,254779,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.86590339554997,-73.863520352658,"(40.86590339554997, -73.863520352658)"
20719895,06/27/2011 03:10:06 PM,06/27/2011 03:51:40 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10465,1430 SHORE DRIVE,SHORE DRIVE,LAFAYETTE AVENUE,BARKLEY AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,06/27/2011 11:10:06 PM,06/27/2011 03:51:40 PM,10 BRONX,BRONX,1035007,243185,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83401615496616,-73.81657846206349,"(40.83401615496616, -73.81657846206349)"
20719913,06/28/2011 12:01:27 AM,06/28/2011 08:21:41 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,10040,602 WEST 190 STREET,WEST 190 STREET,ST NICHOLAS AVENUE,WADSWORTH AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,06/28/2011 08:01:27 AM,06/28/2011 08:21:41 AM,12 MANHATTAN,MANHATTAN,1003650,250783,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.854994977599844,-73.92987178143255,"(40.854994977599844, -73.92987178143255)"
20720275,06/27/2011 06:36:37 PM,06/27/2011 07:13:50 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11357,27 8 AVENUE,8 AVENUE,BOULEVARD,144 STREET,,,ADDRESS,WHITESTONE,,Precinct,Closed,06/28/2011 02:36:37 AM,06/27/2011 07:13:50 PM,07 QUEENS,QUEENS,1031857,227521,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.791040464439476,-73.82807274603813,"(40.791040464439476, -73.82807274603813)"
20720360,06/27/2011 03:49:46 PM,06/27/2011 05:18:17 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11214,BAY 14 STREET,BAY 14 STREET,CROPSEY AVENUE,SHORE PARKWAY,,,BLOCKFACE,BROOKLYN,,Precinct,Closed,06/27/2011 11:49:46 PM,06/27/2011 05:18:17 PM,11 BROOKLYN,BROOKLYN,981037,159126,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.603439839555804,-74.0115707715734,"(40.603439839555804, -74.0115707715734)"
20720408,06/27/2011 05:05:24 PM,06/27/2011 05:20:20 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11214,316 BAY 14 STREET,BAY 14 STREET,CROPSEY AVENUE,SHORE PARKWAY,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/28/2011 01:05:24 AM,06/27/2011 05:20:20 PM,11 BROOKLYN,BROOKLYN,980904,158949,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.60295396135899,-74.01204964828646,"(40.60295396135899, -74.01204964828646)"
20725488,06/28/2011 01:16:53 PM,06/28/2011 03:08:16 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Store/Commercial,10465,2894 SCHURZ AVENUE,SCHURZ AVENUE,REVERE AVENUE,EAST TREMONT AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,06/28/2011 09:16:53 PM,06/28/2011 03:08:16 PM,10 BRONX,BRONX,1035443,236092,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81454541044574,-73.81505700190948,"(40.81454541044574, -73.81505700190948)"
20726650,06/28/2011 10:29:04 PM,06/28/2011 11:19:06 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10469,,,,,COLDEN AVENUE,MACE AVENUE,INTERSECTION,BRONX,,Precinct,Closed,06/29/2011 06:29:04 AM,06/28/2011 11:19:06 PM,11 BRONX,BRONX,1023060,253749,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.863071760185974,-73.85969033077761,"(40.863071760185974, -73.85969033077761)"
20726652,06/28/2011 11:21:22 PM,06/29/2011 07:57:45 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11211,60 DIVISION AVENUE,DIVISION AVENUE,WYTHE AVENUE,BERRY STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/29/2011 07:21:22 AM,06/29/2011 07:57:45 AM,01 BROOKLYN,BROOKLYN,993591,196919,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7071689944868,-73.96630850797419,"(40.7071689944868, -73.96630850797419)"
20727998,06/28/2011 11:17:46 PM,06/29/2011 07:56:39 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10040,730 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,WEST 190 STREET,FT TRYON PARK BOUNDARY,,,ADDRESS,NEW YORK,,Precinct,Closed,06/29/2011 07:17:46 AM,06/29/2011 07:56:39 AM,12 MANHATTAN,MANHATTAN,1002183,251757,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85767141734602,-73.93517216840924,"(40.85767141734602, -73.93517216840924)"
20728142,06/28/2011 07:57:51 PM,06/29/2011 01:31:05 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Park/Playground,11214,,,,,CROPSEY AVENUE,BAY   46 STREET,INTERSECTION,BROOKLYN,,Precinct,Closed,06/29/2011 03:57:51 AM,06/29/2011 01:31:05 AM,13 BROOKLYN,BROOKLYN,987157,153465,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.587901640885384,-73.98953364250725,"(40.587901640885384, -73.98953364250725)"
20728473,06/28/2011 10:23:03 PM,06/29/2011 01:46:17 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11219,1055 40 STREET,40 STREET,10 AVENUE,FT HAMILTON PARKWAY,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/29/2011 06:23:03 AM,06/29/2011 01:46:17 AM,12 BROOKLYN,BROOKLYN,986398,173659,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64333020632232,-73.9922599203734,"(40.64333020632232, -73.9922599203734)"
20733132,06/29/2011 04:47:53 AM,06/29/2011 05:11:27 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,10032,545 WEST 164 STREET,WEST 164 STREET,ST NICHOLAS AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,Precinct,Closed,06/29/2011 12:47:53 PM,06/29/2011 05:11:28 AM,12 MANHATTAN,MANHATTAN,1000719,244562,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.837926120665934,-73.94048220210388,"(40.837926120665934, -73.94048220210388)"
20734756,06/29/2011 06:03:24 PM,06/29/2011 09:03:53 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11357,14-22 142 STREET,142 STREET,14 AVENUE,15 AVENUE,,,ADDRESS,WHITESTONE,,Precinct,Closed,06/30/2011 02:03:24 AM,06/29/2011 09:03:53 PM,07 QUEENS,QUEENS,1032107,225692,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.78601900928261,-73.82718293303839,"(40.78601900928261, -73.82718293303839)"
20735168,06/29/2011 11:57:23 PM,06/30/2011 02:27:56 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,10301,61 JERSEY STREET,JERSEY STREET,RICHMOND TERRACE,BEND,,,ADDRESS,STATEN ISLAND,,Precinct,Closed,06/30/2011 07:57:23 AM,06/30/2011 02:27:56 AM,01 STATEN ISLAND,STATEN ISLAND,959771,174617,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64592614028744,-74.08821080659362,"(40.64592614028744, -74.08821080659362)"
20735183,06/29/2011 10:07:30 PM,06/29/2011 11:15:27 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11221,,,,,MENAHAN STREET,EVERGREEN AVENUE,INTERSECTION,BROOKLYN,,Precinct,Closed,06/30/2011 06:07:30 AM,06/29/2011 11:15:27 PM,04 BROOKLYN,BROOKLYN,1005882,191817,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6931436904746,-73.92199324222425,"(40.6931436904746, -73.92199324222425)"
20735365,06/29/2011 01:10:03 PM,06/29/2011 05:02:30 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11235,523 AVENUE X,AVENUE X,OCEAN PARKWAY,HUBBARD STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/29/2011 09:10:03 PM,06/29/2011 05:02:30 PM,15 BROOKLYN,BROOKLYN,994235,154681,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.59123417036012,-73.96404822921775,"(40.59123417036012, -73.96404822921775)"
