Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
33763392,07/06/2016 01:12:38 AM,07/06/2016 08:20:13 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10466,EAST 225 STREET,EAST 225 STREET,PAULDING AVENUE,LACONIA AVENUE,,,BLOCKFACE,BRONX,,Precinct,Closed,07/06/2016 09:12:38 AM,07/06/2016 08:20:13 AM,12 BRONX,BRONX,1025559,261620,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.884663863131145,-73.85060719075392,"(40.884663863131145, -73.85060719075392)"
33763984,07/05/2016 03:17:31 PM,07/05/2016 09:24:00 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Park/Playground,10033,,,,,RIVERSIDE DRIVE,WEST  181 STREET,INTERSECTION,NEW YORK,,Precinct,Closed,07/05/2016 11:17:31 PM,07/05/2016 09:24:00 PM,12 MANHATTAN,MANHATTAN,1000309,249584,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85171078917314,-73.94195188567576,"(40.85171078917314, -73.94195188567576)"
33764404,07/05/2016 11:37:04 PM,07/06/2016 01:45:00 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10034,176 NAGLE AVENUE,NAGLE AVENUE,DYCKMAN STREET,NYCTA SUBWAY,,,ADDRESS,NEW YORK,,Precinct,Closed,07/06/2016 07:37:04 AM,07/06/2016 01:45:01 PM,12 MANHATTAN,MANHATTAN,1005179,253245,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.86174893459112,-73.92433698102494,"(40.86174893459112, -73.92433698102494)"
33764875,07/05/2016 01:05:26 PM,07/05/2016 05:03:55 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11221,1248 PUTNAM AVENUE,PUTNAM AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/05/2016 09:05:26 PM,07/05/2016 05:03:55 PM,04 BROOKLYN,BROOKLYN,1007777,191305,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6917335346679,-73.91516150980694,"(40.6917335346679, -73.91516150980694)"
33765215,07/05/2016 09:21:43 PM,07/06/2016 02:12:56 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10002,,,,,ELDRIDGE STREET,STANTON STREET,INTERSECTION,NEW YORK,,Precinct,Closed,07/06/2016 05:21:43 AM,07/06/2016 02:12:57 AM,03 MANHATTAN,MANHATTAN,987011,202292,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72192109565006,-73.99003931078362,"(40.72192109565006, -73.99003931078362)"
33766263,07/05/2016 08:07:45 AM,07/05/2016 03:40:38 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11203,,,,,ALBANY AVENUE,LEFFERTS AVENUE,INTERSECTION,BROOKLYN,,Precinct,Closed,07/05/2016 04:07:45 PM,07/05/2016 03:40:38 PM,09 BROOKLYN,BROOKLYN,1000888,180838,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.663019623463114,-73.94002911233476,"(40.663019623463114, -73.94002911233476)"
33766264,07/05/2016 09:48:25 PM,07/05/2016 10:38:05 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11373,86-11 WHITNEY AVENUE,WHITNEY AVENUE,BEND,43 AVENUE,,,ADDRESS,ELMHURST,,Precinct,Closed,07/06/2016 05:48:25 AM,07/05/2016 10:38:05 PM,04 QUEENS,QUEENS,1017832,209562,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74181213284831,-73.87881208402737,"(40.74181213284831, -73.87881208402737)"
33767313,07/06/2016 11:20:50 AM,07/06/2016 05:44:03 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10462,,,,,MORRIS PARK AVENUE,RADCLIFF AVENUE,INTERSECTION,BRONX,,Precinct,Closed,07/06/2016 07:20:50 PM,07/06/2016 05:44:03 PM,11 BRONX,BRONX,1023790,248160,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84772840425248,-73.85708413486056,"(40.84772840425248, -73.85708413486056)"
33768425,07/06/2016 07:19:18 AM,07/06/2016 10:39:14 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11226,1567 NOSTRAND AVENUE,NOSTRAND AVENUE,ALBEMARLE ROAD,TILDEN AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/06/2016 03:19:18 PM,07/06/2016 10:39:14 AM,17 BROOKLYN,BROOKLYN,998336,175294,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.647806986858214,-73.94923925371351,"(40.647806986858214, -73.94923925371351)"
33768918,07/07/2016 12:09:38 AM,07/07/2016 03:49:41 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11238,448 ST JOHNS PLACE,ST JOHNS PLACE,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/07/2016 08:09:38 AM,07/07/2016 03:49:41 AM,08 BROOKLYN,BROOKLYN,994314,184741,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67374240021218,-73.96371895546726,"(40.67374240021218, -73.96371895546726)"
33770843,07/06/2016 08:54:58 AM,07/06/2016 09:07:45 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10452,1477 JESUP AVENUE,JESUP AVENUE,JESUP PLACE,WEST 172 STREET,,,ADDRESS,BRONX,,Precinct,Closed,07/06/2016 04:54:58 PM,07/06/2016 09:07:45 AM,04 BRONX,BRONX,1006561,246445,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84308157781518,-73.91936337453757,"(40.84308157781518, -73.91936337453757)"
33771881,07/06/2016 09:45:25 AM,07/06/2016 09:58:53 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11223,,,,,QUENTIN ROAD,WEST    2 STREET,INTERSECTION,BROOKLYN,,Precinct,Closed,07/06/2016 05:45:25 PM,07/06/2016 09:58:53 AM,11 BROOKLYN,BROOKLYN,991050,160187,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.60635004159611,-73.97551052684064,"(40.60635004159611, -73.97551052684064)"
33771995,07/06/2016 11:57:45 PM,07/07/2016 12:12:16 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11205,,,,,TAAFFE PLACE,DEKALB AVENUE,INTERSECTION,BROOKLYN,,Precinct,Closed,07/07/2016 07:57:45 AM,07/07/2016 12:12:16 AM,03 BROOKLYN,BROOKLYN,995501,190828,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69044839957061,-73.95942961955427,"(40.69044839957061, -73.95942961955427)"
33772924,07/06/2016 12:42:02 PM,07/06/2016 02:55:06 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,10002,200 ELDRIDGE STREET,ELDRIDGE STREET,RIVINGTON STREET,STANTON STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,07/06/2016 08:42:02 PM,07/06/2016 02:55:06 PM,03 MANHATTAN,MANHATTAN,986903,202005,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.721133382997756,-73.99042904883964,"(40.721133382997756, -73.99042904883964)"
33772925,07/06/2016 03:21:15 AM,07/06/2016 03:41:42 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10002,,,,,ELDRIDGE STREET,RIVINGTON STREET,INTERSECTION,NEW YORK,,Precinct,Closed,07/06/2016 11:21:15 AM,07/06/2016 03:41:42 AM,03 MANHATTAN,MANHATTAN,986848,201871,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72076560164813,-73.99062751832018,"(40.72076560164813, -73.99062751832018)"
33772966,07/06/2016 03:46:26 PM,07/06/2016 07:09:18 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11234,5712 FARRAGUT ROAD,FARRAGUT ROAD,EAST 57 STREET,EAST 58 STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/06/2016 11:46:26 PM,07/06/2016 07:09:18 PM,18 BROOKLYN,BROOKLYN,1006044,171101,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63628249228937,-73.92147602314186,"(40.63628249228937, -73.92147602314186)"
33773112,07/06/2016 09:04:23 PM,07/06/2016 10:34:23 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10002,200 ELDRIDGE STREET,ELDRIDGE STREET,RIVINGTON STREET,STANTON STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,07/07/2016 05:04:23 AM,07/06/2016 10:34:23 PM,03 MANHATTAN,MANHATTAN,986903,202005,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.721133382997756,-73.99042904883964,"(40.721133382997756, -73.99042904883964)"
33774075,07/06/2016 09:41:04 AM,07/06/2016 09:52:57 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11223,230 QUENTIN ROAD,QUENTIN ROAD,WEST 5 STREET,WEST 4 STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/06/2016 05:41:04 PM,07/06/2016 09:52:57 AM,11 BROOKLYN,BROOKLYN,990425,160093,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.60609248836931,-73.97776148337748,"(40.60609248836931, -73.97776148337748)"
33774287,07/06/2016 10:05:04 PM,07/06/2016 10:33:20 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11422,,,,,246 STREET,134 AVENUE,INTERSECTION,ROSEDALE,,Precinct,Closed,07/07/2016 06:05:04 AM,07/06/2016 10:33:21 PM,13 QUEENS,QUEENS,1059484,184165,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67184745209802,-73.72878628422129,"(40.67184745209802, -73.72878628422129)"
33775130,07/07/2016 12:16:51 AM,07/07/2016 12:42:00 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11233,,,,,FULTON STREET,ROCKAWAY AVENUE,INTERSECTION,BROOKLYN,,Precinct,Closed,07/07/2016 08:16:51 AM,07/07/2016 12:42:00 AM,16 BROOKLYN,BROOKLYN,1009004,186404,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67827806966345,-73.91075494958744,"(40.67827806966345, -73.91075494958744)"
33776438,07/08/2016 01:46:35 AM,07/08/2016 02:54:09 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10456,540 EAST 169 STREET,EAST 169 STREET,3 AVENUE,FULTON AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,07/08/2016 09:46:35 AM,07/08/2016 02:54:10 AM,03 BRONX,BRONX,1010710,242600,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83251671698595,-73.90438319967464,"(40.83251671698595, -73.90438319967464)"
33784405,07/07/2016 11:23:57 AM,07/07/2016 11:08:16 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10462,1910 WHITEPLAINS ROAD,WHITEPLAINS ROAD,RHINELANDER AVENUE,CRUGER AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,07/07/2016 07:23:57 PM,07/07/2016 11:08:16 PM,11 BRONX,BRONX,1021038,248176,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84778421412414,-73.86703103326867,"(40.84778421412414, -73.86703103326867)"
33792454,07/09/2016 01:08:23 AM,07/09/2016 03:51:44 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11418,104 STREET,104 STREET,88 AVENUE,89 AVENUE,,,BLOCKFACE,RICHMOND HILL,,Precinct,Closed,07/09/2016 09:08:23 AM,07/09/2016 03:51:44 AM,09 QUEENS,QUEENS,1027837,192120,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69389445780949,-73.84281988663854,"(40.69389445780949, -73.84281988663854)"
33792762,07/08/2016 02:20:21 PM,07/08/2016 04:04:26 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11238,237 GREENE AVENUE,GREENE AVENUE,GRAND AVENUE,CLASSON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/08/2016 10:20:21 PM,07/08/2016 04:04:26 PM,02 BROOKLYN,BROOKLYN,994792,189631,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.687163782834155,-73.96198810051565,"(40.687163782834155, -73.96198810051565)"
33793789,07/08/2016 05:38:53 AM,07/08/2016 06:03:27 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11208,712 LINCOLN AVENUE,LINCOLN AVENUE,BLAKE AVENUE,DUMONT AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/08/2016 01:38:53 PM,07/08/2016 06:03:27 AM,05 BROOKLYN,BROOKLYN,1021372,183970,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67155406920443,-73.86617833557993,"(40.67155406920443, -73.86617833557993)"
33799728,07/09/2016 10:33:42 PM,07/10/2016 12:40:33 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11228,,,,,15 AVENUE,BAYRIDGE PARKWAY,INTERSECTION,BROOKLYN,,Precinct,Closed,07/10/2016 06:33:42 AM,07/10/2016 12:40:33 AM,11 BROOKLYN,BROOKLYN,983410,164301,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61764469366998,-74.00302568205309,"(40.61764469366998, -74.00302568205309)"
33803642,07/10/2016 09:07:04 PM,07/11/2016 12:24:59 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Park/Playground,11372,33-34 77 STREET,77 STREET,NORTHERN BOULEVARD,34 AVENUE,,,ADDRESS,JACKSON HEIGHTS,,Precinct,Closed,07/11/2016 05:07:04 AM,07/11/2016 12:24:59 AM,03 QUEENS,QUEENS,1014754,214131,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.754364030857246,-73.88989897693583,"(40.754364030857246, -73.88989897693583)"
33806593,07/10/2016 04:06:37 PM,07/10/2016 04:31:09 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11365,64-34 184 STREET,184 STREET,64 AVENUE,67 AVENUE,,,ADDRESS,FRESH MEADOWS,,Precinct,Closed,07/11/2016 12:06:37 AM,07/10/2016 04:31:09 PM,08 QUEENS,QUEENS,1042713,207966,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73730204169374,-73.78903775397279,"(40.73730204169374, -73.78903775397279)"
